original_text,cleaned_text,case_folding,tokenized_text,normalized_text,stopword_removed
"Perbaiki Koneksi		",Perbaiki Koneksi,perbaiki koneksi,"['perbaiki', 'koneksi']","['perbaiki', 'koneksi']","['perbaiki', 'koneksi']"
"Perbanyak interaksi dengan peserta		",Perbanyak interaksi dengan peserta,perbanyak interaksi dengan peserta,"['perbanyak', 'interaksi', 'dengan', 'peserta']","['banyak', 'interaksi', 'dengan', 'peserta']","['banyak', 'interaksi', 'peserta']"
"Rangkaian acaranya seru dan temanya sangat menarik dan narasumbernya keren abisss		",Rangkaian acaranya seru dan temanya sangat menarik dan narasumbernya keren abis,rangkaian acaranya seru dan temanya sangat menarik dan narasumbernya keren abis,"['rangkaian', 'acaranya', 'seru', 'dan', 'temanya', 'sangat', 'menarik', 'dan', 'narasumbernya', 'keren', 'abis']","['rangkaian', 'acara', 'menarik', 'dan', 'tema', 'sangat', 'seru', 'dan', 'narasumber', 'keren', 'habis']","['rangkaian', 'acara', 'menarik', 'tema', 'seru', 'narasumber', 'keren', 'habis']"
"Sangat baik acaranya bermanfaat		",Sangat baik acaranya bermanfaat,sangat baik acaranya bermanfaat,"['sangat', 'baik', 'acaranya', 'bermanfaat']","['sangat', 'baik', 'acara', 'bermanfaat']","['baik', 'acara', 'bermanfaat']"
"Sangat baik dan mudah dipahami		",Sangat baik dan mudah dipahami,sangat baik dan mudah dipahami,"['sangat', 'baik', 'dan', 'mudah', 'dipahami']","['sangat', 'baik', 'dan', 'mudah', 'paham']","['baik', 'mudah', 'paham']"
"Sangat baik sekali dan mengandung byk manfaat materinya		",Sangat baik sekali dan mengandung byk manfaat materinya,sangat baik sekali dan mengandung byk manfaat materinya,"['sangat', 'baik', 'sekali', 'dan', 'mengandung', 'byk', 'manfaat', 'materinya']","['sangat', 'baik', 'sekali', 'dan', 'mengandung', 'banyak', 'manfaat', 'materi']","['baik', 'sekali', 'mengandung', 'banyak', 'manfaat', 'materi']"
"sangat baik, semoga ke depannya bisa menjadi lebih baik lagi		",sangat baik semoga ke depannya bisa menjadi lebih baik lagi,sangat baik semoga ke depannya bisa menjadi lebih baik lagi,"['sangat', 'baik', 'semoga', 'ke', 'depannya', 'bisa', 'menjadi', 'lebih', 'baik', 'lagi']","['sangat', 'baik', 'semoga', 'ke', 'depan', 'bisa', 'menjadi', 'lebih', 'baik', 'lagi']","['baik', 'semoga', 'depan', 'menjadi', 'baik']"
"sangat berjalan dengan baik,semoga kedepannya lebih baik lagi		",sangat berjalan dengan baik semoga kedepannya lebih baik lagi,sangat berjalan dengan baik semoga kedepannya lebih baik lagi,"['sangat', 'berjalan', 'dengan', 'baik', 'semoga', 'kedepannya', 'lebih', 'baik', 'lagi']","['sangat', 'terlaksana', 'dengan', 'baik', 'semoga', 'ke depannya', 'lebih', 'baik', 'lagi']","['terlaksana', 'baik', 'semoga', 'ke depannya', 'baik']"
"sangat berkesan dan menambah wawasan bagi saya sebagai generasi Z		",sangat berkesan dan menambah wawasan bagi saya sebagai generasi Z,sangat berkesan dan menambah wawasan bagi saya sebagai generasi z,"['sangat', 'berkesan', 'dan', 'menambah', 'wawasan', 'bagi', 'saya', 'sebagai', 'generasi', 'z']","['sangat', 'berkesan', 'dan', 'tambah', 'pengalaman', 'bagi', 'saya', 'sebagai', 'generasi', 'z']","['berkesan', 'tambah', 'pengalaman', 'generasi', 'z']"
"Sangat bermanfaat bagi generasi mudaa, buat acaranya bagus, be better lah		",Sangat bermanfaat bagi generasi mudaa buat acaranya bagus be better lah,sangat bermanfaat bagi generasi mudaa buat acaranya bagus be better lah,"['sangat', 'bermanfaat', 'bagi', 'generasi', 'mudaa', 'buat', 'acaranya', 'bagus', 'be', 'better', 'lah']","['sangat', 'bermanfaat', 'bagi', 'generasi', 'mudah', 'buat', 'acara', 'keren', 'menjadi', 'lebih baik', 'lah']","['bermanfaat', 'generasi', 'mudah', 'buat', 'acara', 'keren', 'menjadi', 'lebih baik']"
"Sangat bermanfaat dan harus selalu diadakan setiap tahun nya		",Sangat bermanfaat dan harus selalu diadakan setiap tahun nya,sangat bermanfaat dan harus selalu diadakan setiap tahun nya,"['sangat', 'bermanfaat', 'dan', 'harus', 'selalu', 'diadakan', 'setiap', 'tahun', 'nya']","['sangat', 'bermanfaat', 'dan', 'harus', 'selalu', 'mengadakan', 'setiap', 'waktu', 'nya']","['bermanfaat', 'selalu', 'mengadakan', 'waktu']"
"sangat bermanfaat dan termotivasi dari nara sumber		",sangat bermanfaat dan termotivasi dari nara sumber,sangat bermanfaat dan termotivasi dari nara sumber,"['sangat', 'bermanfaat', 'dan', 'termotivasi', 'dari', 'nara', 'sumber']","['sangat', 'bermanfaat', 'dan', 'inspiratif', 'dari', 'narasumber', 'sumber']","['bermanfaat', 'inspiratif', 'narasumber', 'sumber']"
"sangat membantu dan menambah informasi		",sangat membantu dan menambah informasi,sangat membantu dan menambah informasi,"['sangat', 'membantu', 'dan', 'menambah', 'informasi']","['sangat', 'membantu', 'dan', 'tambah', 'penyampaian']","['membantu', 'tambah', 'penyampaian']"
"Sangat membantu dan menambah wawasan saya		",Sangat membantu dan menambah wawasan saya,sangat membantu dan menambah wawasan saya,"['sangat', 'membantu', 'dan', 'menambah', 'wawasan', 'saya']","['sangat', 'membantu', 'dan', 'tambah', 'pengalaman', 'saya']","['membantu', 'tambah', 'pengalaman']"
"Sangat menambah wawasan kita		",Sangat menambah wawasan kita,sangat menambah wawasan kita,"['sangat', 'menambah', 'wawasan', 'kita']","['sangat', 'tambah', 'pengalaman', 'kita']","['tambah', 'pengalaman']"
"Sangat memotivasi dan memberi jalan bagi yang ingin belajar.		",Sangat memotivasi dan memberi jalan bagi yang ingin belajar,sangat memotivasi dan memberi jalan bagi yang ingin belajar,"['sangat', 'memotivasi', 'dan', 'memberi', 'jalan', 'bagi', 'yang', 'ingin', 'belajar']","['sangat', 'inspiratif', 'dan', 'memberi', 'jalan', 'bagi', 'yang', 'ingin', 'belajar']","['inspiratif', 'memberi', 'jalan', 'belajar']"
"Sangat menarik sekali kegiatanya,		",Sangat menarik sekali kegiatanya,sangat menarik sekali kegiatanya,"['sangat', 'menarik', 'sekali', 'kegiatanya']","['sangat', 'seru', 'sekali', 'acara']","['seru', 'sekali', 'acara']"
"sangat seru dan menambah wawasan juga kaka kaka yang hebat		",sangat seru dan menambah wawasan juga kaka kaka yang hebat,sangat seru dan menambah wawasan juga kaka kaka yang hebat,"['sangat', 'seru', 'dan', 'menambah', 'wawasan', 'juga', 'kaka', 'kaka', 'yang', 'hebat']","['sangat', 'menarik', 'dan', 'tambah', 'pengalaman', 'juga', 'kakak', 'kakak', 'yang', 'keren']","['menarik', 'tambah', 'pengalaman', 'kakak', 'kakak', 'keren']"
"Saran : Acara ini dapat mempererat tali persaudaraan antar mahasiswa UPN fakultas ilmu komputer, dan semoga selalu ada si setiap tahunnya		",Saran Acara ini dapat mempererat tali persaudaraan antar mahasiswa UPN fakultas ilmu komputer dan semoga selalu ada si setiap tahunnya,saran acara ini dapat mempererat tali persaudaraan antar mahasiswa upn fakultas ilmu komputer dan semoga selalu ada si setiap tahunnya,"['saran', 'acara', 'ini', 'dapat', 'mempererat', 'tali', 'persaudaraan', 'antar', 'mahasiswa', 'upn', 'fakultas', 'ilmu', 'komputer', 'dan', 'semoga', 'selalu', 'ada', 'si', 'setiap', 'tahunnya']","['usulan', 'acara', 'ini', 'dapat', 'erat', 'tali', 'persaudaraan', 'antara', 'mahasiswa', 'upn', 'fakultas', 'pengalaman', 'komputer', 'dan', 'semoga', 'selalu', 'ada', 'sih', 'setiap', 'waktu']","['usulan', 'acara', 'erat', 'tali', 'persaudaraan', 'mahasiswa', 'upn', 'fakultas', 'pengalaman', 'komputer', 'semoga', 'selalu', 'waktu']"
"kedepannya bisa memanagement waktu lebih baik, supaya tidak telat menunggu narasumber		",kedepannya bisa memanagement waktu lebih baik supaya tidak telat menunggu narasumber,kedepannya bisa memanagement waktu lebih baik supaya tidak telat menunggu narasumber,"['kedepannya', 'bisa', 'memanagement', 'waktu', 'lebih', 'baik', 'supaya', 'tidak', 'telat', 'menunggu', 'narasumber']","['ke depannya', 'bisa', 'manajemen', 'waktu', 'lebih', 'baik', 'supaya', 'tidak', 'terlambat', 'tunggu', 'narasumber']","['ke depannya', 'manajemen', 'waktu', 'baik', 'terlambat', 'tunggu', 'narasumber']"
"Saran saya acara kedepannya lebih menarik lagi		",Saran saya acara kedepannya lebih menarik lagi,saran saya acara kedepannya lebih menarik lagi,"['saran', 'saya', 'acara', 'kedepannya', 'lebih', 'menarik', 'lagi']","['usulan', 'saya', 'acara', 'ke depannya', 'lebih', 'seru', 'lagi']","['usulan', 'acara', 'ke depannya', 'seru']"
"cari tempat yang baik koneksinya, supaya tidak ada terkendala pada saat acara zoom kedepannya, terima kasih		",cari tempat yang baik koneksinya supaya tidak ada terkendala pada saat acara zoom kedepannya terima kasih,cari tempat yang baik koneksinya supaya tidak ada terkendala pada saat acara zoom kedepannya terima kasih,"['cari', 'tempat', 'yang', 'baik', 'koneksinya', 'supaya', 'tidak', 'ada', 'terkendala', 'pada', 'saat', 'acara', 'zoom', 'kedepannya', 'terima', 'kasih']","['mencari', 'tempat', 'yang', 'baik', 'koneksi', 'supaya', 'tidak', 'ada', 'kendala', 'pada', 'saat', 'acara', 'zoom', 'ke depannya', 'terima', 'kasih']","['mencari', 'tempat', 'baik', 'koneksi', 'kendala', 'acara', 'zoom', 'ke depannya', 'terima', 'kasih']"
"Saran saya agar kegiatan ini lebih sering dilakukan dan lebih dipromosikan lagi agar banyak orang dari luar upn yang mengikuti kegiatan ini		",Saran saya agar kegiatan ini lebih sering dilakukan dan lebih dipromosikan lagi agar banyak orang dari luar upn yang mengikuti kegiatan ini,saran saya agar kegiatan ini lebih sering dilakukan dan lebih dipromosikan lagi agar banyak orang dari luar upn yang mengikuti kegiatan ini,"['saran', 'saya', 'agar', 'kegiatan', 'ini', 'lebih', 'sering', 'dilakukan', 'dan', 'lebih', 'dipromosikan', 'lagi', 'agar', 'banyak', 'orang', 'dari', 'luar', 'upn', 'yang', 'mengikuti', 'kegiatan', 'ini']","['usulan', 'saya', 'agar', 'acara', 'ini', 'lebih', 'sering', 'dilakukan', 'dan', 'lebih', 'promosi', 'lagi', 'agar', 'banyak', 'narasumber', 'dari', 'luar', 'upn', 'yang', 'ikut', 'acara', 'ini']","['usulan', 'acara', 'sering', 'dilakukan', 'promosi', 'banyak', 'narasumber', 'luar', 'upn', 'ikut', 'acara']"
"Saran saya agar menambah pemateri yang banyak		",Saran saya agar menambah pemateri yang banyak,saran saya agar menambah pemateri yang banyak,"['saran', 'saya', 'agar', 'menambah', 'pemateri', 'yang', 'banyak']","['usulan', 'saya', 'agar', 'tambah', 'narasumber', 'yang', 'banyak']","['usulan', 'tambah', 'narasumber', 'banyak']"
"Saran saya lebih enak ada ppt juga sih kak biar nyatet ilmu yg diberikan lebih gampang.		",Saran saya lebih enak ada ppt juga sih kak biar nyatet ilmu yg diberikan lebih gampang,saran saya lebih enak ada ppt juga sih kak biar nyatet ilmu yg diberikan lebih gampang,"['saran', 'saya', 'lebih', 'enak', 'ada', 'ppt', 'juga', 'sih', 'kak', 'biar', 'nyatet', 'ilmu', 'yg', 'diberikan', 'lebih', 'gampang']","['usulan', 'saya', 'lebih', 'enak', 'ada', 'konten', 'juga', 'sih', 'kakak', 'agar', 'mencatat', 'pengalaman', 'yang', 'diberikan', 'lebih', 'mudah']","['usulan', 'enak', 'konten', 'kakak', 'mencatat', 'pengalaman', 'diberikan', 'mudah']"
"Saran saya sebaiknya ada ppt nya kak supaya materi atau ilmu yg di sampaikan dapat di catat dengan rapi .		",Saran saya sebaiknya ada ppt nya kak supaya materi atau ilmu yg di sampaikan dapat di catat dengan rapi,saran saya sebaiknya ada ppt nya kak supaya materi atau ilmu yg di sampaikan dapat di catat dengan rapi,"['saran', 'saya', 'sebaiknya', 'ada', 'ppt', 'nya', 'kak', 'supaya', 'materi', 'atau', 'ilmu', 'yg', 'di', 'sampaikan', 'dapat', 'di', 'catat', 'dengan', 'rapi']","['usulan', 'saya', 'sebaiknya', 'ada', 'konten', 'nya', 'kakak', 'supaya', 'materi', 'atau', 'pengalaman', 'yang', 'di', 'sampai', 'dapat', 'di', 'mencatat', 'dengan', 'rapi']","['usulan', 'sebaiknya', 'konten', 'kakak', 'materi', 'pengalaman', 'mencatat', 'rapi']"
"Saran saya semoga ketika nanti sharescreen cari tempat yang bagus koneksinya supaya yg dipresentasikan jelas, terima kasih		",Saran saya semoga ketika nanti sharescreen cari tempat yang bagus koneksinya supaya yg dipresentasikan jelas terima kasih,saran saya semoga ketika nanti sharescreen cari tempat yang bagus koneksinya supaya yg dipresentasikan jelas terima kasih,"['saran', 'saya', 'semoga', 'ketika', 'nanti', 'sharescreen', 'cari', 'tempat', 'yang', 'bagus', 'koneksinya', 'supaya', 'yg', 'dipresentasikan', 'jelas', 'terima', 'kasih']","['usulan', 'saya', 'semoga', 'ketika', 'nanti', 'berbagi layar', 'mencari', 'tempat', 'yang', 'keren', 'koneksi', 'supaya', 'yang', 'presentasi', 'jelas', 'terima', 'kasih']","['usulan', 'semoga', 'berbagi layar', 'mencari', 'tempat', 'keren', 'koneksi', 'presentasi', 'jelas', 'terima', 'kasih']"
"saran supaya suaranya agak kencang sedikit		",saran supaya suaranya agak kencang sedikit,saran supaya suaranya agak kencang sedikit,"['saran', 'supaya', 'suaranya', 'agak', 'kencang', 'sedikit']","['usulan', 'supaya', 'suara', 'agak', 'kencang', 'sedikit']","['usulan', 'suara', 'kencang', 'sedikit']"
"saran untuk event ini sebaiknya dilaksanakan di waktu pagi hari terimakasih		",saran untuk event ini sebaiknya dilaksanakan di waktu pagi hari terimakasih,saran untuk event ini sebaiknya dilaksanakan di waktu pagi hari terimakasih,"['saran', 'untuk', 'event', 'ini', 'sebaiknya', 'dilaksanakan', 'di', 'waktu', 'pagi', 'hari', 'terimakasih']","['usulan', 'untuk', 'acara', 'ini', 'sebaiknya', 'berlangsung', 'di', 'waktu', 'waktu', 'hari', 'terima kasih']","['usulan', 'acara', 'sebaiknya', 'berlangsung', 'waktu', 'waktu', 'hari', 'terima kasih']"
"saran untuk membuat acara yang lebih seru agar tidak ngantuk		",saran untuk membuat acara yang lebih seru agar tidak ngantuk,saran untuk membuat acara yang lebih seru agar tidak ngantuk,"['saran', 'untuk', 'membuat', 'acara', 'yang', 'lebih', 'seru', 'agar', 'tidak', 'ngantuk']","['usulan', 'untuk', 'membuat', 'acara', 'yang', 'lebih', 'menarik', 'agar', 'tidak', 'mengantuk']","['usulan', 'membuat', 'acara', 'menarik', 'mengantuk']"
"Sarannya agar zoomnya lebih ditingkatkan karena terkadang gambarnya tidak jelas		",Sarannya agar zoomnya lebih ditingkatkan karena terkadang gambarnya tidak jelas,sarannya agar zoomnya lebih ditingkatkan karena terkadang gambarnya tidak jelas,"['sarannya', 'agar', 'zoomnya', 'lebih', 'ditingkatkan', 'karena', 'terkadang', 'gambarnya', 'tidak', 'jelas']","['usulan', 'agar', 'zoom', 'lebih', 'ditingkatkan', 'karena', 'terkadang', 'gambar', 'tidak', 'jelas']","['usulan', 'zoom', 'ditingkatkan', 'terkadang', 'gambar', 'jelas']"
"Saya berharap agar kegiatan seperti ini bisa dilaksanakan setiap tahunnya		",Saya berharap agar kegiatan seperti ini bisa dilaksanakan setiap tahunnya,saya berharap agar kegiatan seperti ini bisa dilaksanakan setiap tahunnya,"['saya', 'berharap', 'agar', 'kegiatan', 'seperti', 'ini', 'bisa', 'dilaksanakan', 'setiap', 'tahunnya']","['saya', 'berharap', 'agar', 'acara', 'seperti', 'ini', 'bisa', 'berlangsung', 'setiap', 'waktu']","['berharap', 'acara', 'berlangsung', 'waktu']"
"Saya berharap semoga acara seminar fkmbik seperti diadakan setiap tahun karena tema yang diangkat sangat menarik seperti tahun ini		",Saya berharap semoga acara seminar fkmbik seperti diadakan setiap tahun karena tema yang diangkat sangat menarik seperti tahun ini,saya berharap semoga acara seminar fkmbik seperti diadakan setiap tahun karena tema yang diangkat sangat menarik seperti tahun ini,"['saya', 'berharap', 'semoga', 'acara', 'seminar', 'fkmbik', 'seperti', 'diadakan', 'setiap', 'tahun', 'karena', 'tema', 'yang', 'diangkat', 'sangat', 'menarik', 'seperti', 'tahun', 'ini']","['saya', 'berharap', 'semoga', 'acara', 'seminar', 'fkbmik', 'seperti', 'mengadakan', 'setiap', 'waktu', 'karena', 'tema', 'yang', 'diangkat', 'sangat', 'seru', 'seperti', 'waktu', 'ini']","['berharap', 'semoga', 'acara', 'seminar', 'fkbmik', 'mengadakan', 'waktu', 'tema', 'diangkat', 'seru', 'waktu']"
"Saya rasa kegiatan ini sudah memberikan banyak materi dan ilmu yang bermanfaat		",Saya rasa kegiatan ini sudah memberikan banyak materi dan ilmu yang bermanfaat,saya rasa kegiatan ini sudah memberikan banyak materi dan ilmu yang bermanfaat,"['saya', 'rasa', 'kegiatan', 'ini', 'sudah', 'memberikan', 'banyak', 'materi', 'dan', 'ilmu', 'yang', 'bermanfaat']","['saya', 'rasa', 'acara', 'ini', 'sudah', 'memberi', 'banyak', 'materi', 'dan', 'pengalaman', 'yang', 'bermanfaat']","['rasa', 'acara', 'memberi', 'banyak', 'materi', 'pengalaman', 'bermanfaat']"
"Saya suka mendengarkan orang berbicara, bagi saya selain mengasikkan juga dapat menambah wawasan.		",Saya suka mendengarkan orang berbicara bagi saya selain mengasikkan juga dapat menambah wawasan,saya suka mendengarkan orang berbicara bagi saya selain mengasikkan juga dapat menambah wawasan,"['saya', 'suka', 'mendengarkan', 'orang', 'berbicara', 'bagi', 'saya', 'selain', 'mengasikkan', 'juga', 'dapat', 'menambah', 'wawasan']","['saya', 'suka', 'dengar', 'narasumber', 'bicara', 'bagi', 'saya', 'selain', 'asyik', 'juga', 'dapat', 'tambah', 'pengalaman']","['suka', 'dengar', 'narasumber', 'bicara', 'asyik', 'tambah', 'pengalaman']"
"Sebaiknya diberi rundown acara tersebut sebelum acara dimulai dan jika bisa adakan games untuk mempercerah suasana.		",Sebaiknya diberi rundown acara tersebut sebelum acara dimulai dan jika bisa adakan games untuk mempercerah suasana,sebaiknya diberi rundown acara tersebut sebelum acara dimulai dan jika bisa adakan games untuk mempercerah suasana,"['sebaiknya', 'diberi', 'rundown', 'acara', 'tersebut', 'sebelum', 'acara', 'dimulai', 'dan', 'jika', 'bisa', 'adakan', 'games', 'untuk', 'mempercerah', 'suasana']","['sebaiknya', 'diberikan', 'susunan', 'acara', 'tersebut', 'sebelum', 'acara', 'mulai', 'dan', 'jika', 'bisa', 'mengadakan', 'permainan', 'untuk', 'memperjelas', 'suasana']","['sebaiknya', 'diberikan', 'susunan', 'acara', 'tersebut', 'acara', 'mulai', 'mengadakan', 'permainan', 'memperjelas', 'suasana']"
"sebaiknya kedepannya ketepatan waktu lebih diperhatikan.		",sebaiknya kedepannya ketepatan waktu lebih diperhatikan,sebaiknya kedepannya ketepatan waktu lebih diperhatikan,"['sebaiknya', 'kedepannya', 'ketepatan', 'waktu', 'lebih', 'diperhatikan']","['sebaiknya', 'ke depannya', 'ketepatan', 'waktu', 'lebih', 'perhatikan']","['sebaiknya', 'ke depannya', 'ketepatan', 'waktu', 'perhatikan']"
"Sebaiknya pelaksanaan FKBM-IK ini tidak dimulai pada siang hari karena sekitar jam 13.00 adalah jam-jam di mana orang sudah banyak kehilangan tenaga dan mudah mengantuk, mungkin bisa dimulai sejak jam 10.00 saja.		",Sebaiknya pelaksanaan FKBMIK ini tidak dimulai pada siang hari karena sekitar jam adalah jamjam di mana orang sudah banyak kehilangan tenaga dan mudah mengantuk mungkin bisa dimulai sejak jam saja,sebaiknya pelaksanaan fkbmik ini tidak dimulai pada siang hari karena sekitar jam adalah jamjam di mana orang sudah banyak kehilangan tenaga dan mudah mengantuk mungkin bisa dimulai sejak jam saja,"['sebaiknya', 'pelaksanaan', 'fkbmik', 'ini', 'tidak', 'dimulai', 'pada', 'siang', 'hari', 'karena', 'sekitar', 'jam', 'adalah', 'jamjam', 'di', 'mana', 'orang', 'sudah', 'banyak', 'kehilangan', 'tenaga', 'dan', 'mudah', 'mengantuk', 'mungkin', 'bisa', 'dimulai', 'sejak', 'jam', 'saja']","['sebaiknya', 'pelaksanaan', 'fkbmik', 'ini', 'tidak', 'mulai', 'pada', 'waktu', 'hari', 'karena', 'sekitar', 'waktu', 'adalah', 'waktu', 'di', 'mana', 'narasumber', 'sudah', 'banyak', 'kehilangan', 'tenaga', 'dan', 'mudah', 'mengantuk', 'mungkin', 'bisa', 'mulai', 'sejak', 'waktu', 'saja']","['sebaiknya', 'pelaksanaan', 'fkbmik', 'mulai', 'waktu', 'hari', 'waktu', 'waktu', 'mana', 'narasumber', 'banyak', 'kehilangan', 'tenaga', 'mudah', 'mengantuk', 'mungkin', 'mulai', 'sejak', 'waktu']"
